,user_id,screen_name
848,21412739,YourChronicle
849,34543098,fremontNM
850,551186117,SteveGobleXMNCO
851,86178449,BucyrusTF
852,19923351,NReflector
853,58500450,AdvertiserTrib
854,1173054482,TonyCVSports
855,1969244588,Fostoria_RT
856,329431307,coachq7
857,255492065,limascores
858,63506948,931TheFan
859,1363127011,LimaPolice
860,242366324,rebeccacoffman
861,2377634713,GenOppOH
862,1058460818,RepHolding
863,18958999,tperkins
864,1128372518,GenBoykin
865,447885810,up_andComer
866,1209417007,SteveScalise
867,15808765,CoryBooker
868,130600206,Heritage_Action
869,22508473,GOPoversight
870,239537692,_LogieBear_
871,189542696,jcderrick1
872,943814922,arogDC
873,989909454,dannytanner21
874,2598006824,DarinBMiller
875,18163042,FRCdc
876,37590378,smcirish
877,436796988,greattweetsam
878,118245138,woodruffbets
879,16721461,ellencarmichael
880,252922828,Jakeherbert84
881,1131917492,JudiciaryGOP
882,23525476,rjash
883,49187334,J_Policastro
884,237590404,alliseeisgold
885,18950883,arkatona
886,315188364,richlowrie
887,76346161,GabrielMreira
888,39968958,RickBColby
889,18880383,ErnieCP
890,65095263,BadgerWrestling
891,16030076,mrulon
892,246824198,OhioSenateGOP
893,25456478,AdamRichman
894,16941053,wat_tnb
895,54791458,TSNBobMcKenzie
896,234822928,RepBobGibbs
897,236916916,RepJimRenacci
898,173933567,JaredEichhorn
899,234053893,RepRibble
900,234469322,rep_stevewomack
901,193794406,SenCapito
902,17544524,ToddRokita
903,224294785,RepMarthaRoby
904,235719973,RepRivera
905,201079432,LtGovTimGriffin
906,170166825,Rupper17
907,15923226,cspanwj
908,30864583,AEI
909,89681569,LIS4Congress
910,13524182,daveweigel
911,54911009,nebeenews_il
912,208986059,bonfireblitz
913,77911590,PacesetEclectic
914,19612749,EagleEdMartin
915,29716801,Paceset9999
916,63533673,BriannaLouiseP
917,21830589,smackwho
918,116136264,hbcampbell
919,119245234,corymfritz
920,160567797,JenniferBrogee
921,37964078,RachelintheATL
922,18323740,KellenGiuda
923,21136403,PoliticalQB
924,76936051,freeriderprob
925,23195603,Dbargen
926,135108504,WilliamJBennett
927,15922214,rollcall
928,22043645,kstuddard
929,26820275,SenScottBrown
930,16148677,yaf
931,49540065,maggietoal
932,103104762,rogercuster
933,190328374,RepTomGraves
934,21520307,Shella_Bella
935,70847389,claycomopachys
936,18959234,johncassil
937,23586174,FredShockey
938,60223057,ERNIEfowlke
939,63500744,GOPtoday
940,177304139,kevin_eichinger
941,24618431,JoeWMiller
942,29259675,WilliamAllison
943,37666984,AmbNikkiHaley
944,63650107,TeamIssa
945,90023999,missAlisaFaye
946,116592632,BradIngraham
947,15891841,benjaminspector
948,105797514,AJRozanski
949,49677921,MCzujak
950,41602163,jrobsharrer
951,122129337,MBatMJ
952,15425471,ArtButcher
953,15685932,GregWilder
954,94586416,phillaube
955,17376378,Boyd_Search
956,23025656,GammySparkles
957,122250552,SocialMeDayton
958,29608023,Pastaguy
959,48349956,Filippi721
960,49247581,BlueMoon7777
961,124186052,kelly_metz
962,117633137,MaryTaylorOH
963,57953560,dizzizz
964,15938938,CindyMcg
965,26566067,texassabel
966,53266194,Bavilabo
967,15259172,stephjharcar
968,23396765,pfeifle
969,82764483,HardcoreYAF
970,108085194,ParkergirlUSA
971,50062869,kalemcdow
972,43848748,DangerousEvents
973,20778470,resetu2
974,46329140,walmuller
975,18150288,1nG0dWeTrust
976,66140425,LibertyandEcon
977,41670576,carlincrowder
978,48605417,tweetdrudge
979,25553371,dublin_erik
980,14801984,AlanSee
981,17927204,tamcginty
982,15742514,nathankievman
983,42668060,MichaelRochau
984,137893761,hysasi
985,16439556,Joe19G27
986,138840755,Shawn_Nelson_
987,19078651,marketingkathy
988,16460887,sapphiresflaws
989,42432498,TimHogan
990,18770451,BarbaraWayman
991,14161120,robbunting
992,21432231,hop_runner
993,14191075,pakudlak
994,21021728,jasonrfisher
995,22205114,cuwoohio
996,117509692,GaryLBauer
997,58708159,ResistTyranny
998,19855461,AdamClev
999,29841742,whoabethers
